Index,Date_2017,Hour,Throughput_2017,Week Number,Weekday,Date_2018,Throughput_2018,Date_2019,Throughput_2019
1161,,7:00:00,,16,Wednesday,4/18/18,3,4/17/19,4
1162,,8:00:00,,16,Wednesday,4/18/18,2,4/17/19,4
1163,,12:00:00,,16,Wednesday,,,4/17/19,1
1164,,14:00:00,,16,Wednesday,4/18/18,1,4/17/19,3
1165,,15:00:00,,16,Wednesday,4/18/18,3,,
1166,,16:00:00,,16,Wednesday,4/18/18,4,,
1167,,7:00:00,,17,Friday,4/27/18,1,,
1168,,8:00:00,,17,Friday,4/27/18,1,,
1169,,10:00:00,,17,Friday,,,4/26/19,2
1170,,11:00:00,,17,Friday,,,4/26/19,1
1171,4/28/17,12:00:00,1,17,Friday,,,4/26/19,2
1172,,14:00:00,,17,Friday,,,4/26/19,4
1173,,15:00:00,,17,Friday,4/27/18,5,4/26/19,4
1174,,16:00:00,,17,Friday,4/27/18,3,4/26/19,2
1175,,17:00:00,,17,Friday,,,4/26/19,4
1176,4/28/17,21:00:00,9,17,Friday,,,,
1177,,6:00:00,,17,Monday,,,4/22/19,1
1178,,7:00:00,,17,Monday,,,4/22/19,2
1179,,9:00:00,,17,Monday,4/23/18,2,,
1180,,10:00:00,,17,Monday,,,4/22/19,2
1181,,11:00:00,,17,Monday,,,4/22/19,1
1182,,13:00:00,,17,Monday,4/23/18,3,,
1183,4/24/17,14:00:00,2,17,Monday,,,4/22/19,9
1184,4/24/17,15:00:00,4,17,Monday,4/23/18,3,4/22/19,1
1185,,16:00:00,,17,Monday,,,4/22/19,3
1186,,18:00:00,,17,Monday,4/23/18,2,4/22/19,1
1187,,20:00:00,,17,Monday,4/23/18,1,4/22/19,5
1188,,21:00:00,,17,Monday,4/23/18,2,,
1189,,9:00:00,,17,Saturday,,,4/27/19,2
1190,,10:00:00,,17,Saturday,4/28/18,2,4/27/19,2
1191,,12:00:00,,17,Saturday,,,4/27/19,2
1192,4/29/17,13:00:00,1,17,Saturday,,,4/27/19,17
1193,4/29/17,14:00:00,3,17,Saturday,4/28/18,2,4/27/19,1
1194,,15:00:00,,17,Saturday,,,4/27/19,2
1195,,16:00:00,,17,Saturday,,,4/27/19,4
1196,,21:00:00,,17,Saturday,,,4/27/19,6
1197,4/30/17,6:00:00,3,17,Sunday,4/29/18,2,,
1198,,7:00:00,,17,Sunday,,,4/28/19,2
1199,,8:00:00,,17,Sunday,4/29/18,2,,
1200,,9:00:00,,17,Sunday,,,4/28/19,9
1201,,11:00:00,,17,Sunday,4/29/18,4,,
1202,,12:00:00,,17,Sunday,4/29/18,1,4/28/19,6
1203,,13:00:00,,17,Sunday,,,4/28/19,2
1204,,14:00:00,,17,Sunday,4/29/18,2,4/28/19,20
1205,,15:00:00,,17,Sunday,,,4/28/19,2
1206,4/30/17,17:00:00,1,17,Sunday,,,,
1207,,19:00:00,,17,Sunday,,,4/28/19,4
1208,,20:00:00,,17,Sunday,,,4/28/19,1
1209,,21:00:00,,17,Sunday,,,4/28/19,5
1210,4/27/17,7:00:00,1,17,Thursday,,,,
1211,,8:00:00,,17,Thursday,4/26/18,3,4/25/19,5
1212,,9:00:00,,17,Thursday,4/26/18,1,4/25/19,3
1213,4/27/17,10:00:00,2,17,Thursday,4/26/18,1,,
1214,4/27/17,12:00:00,1,17,Thursday,,,4/25/19,1
1215,,13:00:00,,17,Thursday,4/26/18,7,,
1216,,15:00:00,,17,Thursday,,,4/25/19,2
1217,,16:00:00,,17,Thursday,4/26/18,2,,
1218,,17:00:00,,17,Thursday,,,4/25/19,2
1219,,19:00:00,,17,Thursday,,,4/25/19,1
1220,,20:00:00,,17,Thursday,4/26/18,2,4/25/19,9
1221,4/27/17,21:00:00,2,17,Thursday,,,,
1222,,6:00:00,,17,Tuesday,4/24/18,1,,
1223,,7:00:00,,17,Tuesday,,,4/23/19,4
1224,,11:00:00,,17,Tuesday,,,4/23/19,7
1225,,13:00:00,,17,Tuesday,4/24/18,1,,
1226,,14:00:00,,17,Tuesday,,,4/23/19,4
1227,,15:00:00,,17,Tuesday,,,4/23/19,1
1228,,20:00:00,,17,Tuesday,,,4/23/19,3
1229,,21:00:00,,17,Tuesday,4/24/18,2,4/23/19,6
1230,,7:00:00,,17,Wednesday,,,4/24/19,2
1231,,10:00:00,,17,Wednesday,4/25/18,1,4/24/19,5
1232,,11:00:00,,17,Wednesday,,,4/24/19,1
1233,,12:00:00,,17,Wednesday,4/25/18,3,,
1234,,14:00:00,,17,Wednesday,4/25/18,6,4/24/19,7
1235,,15:00:00,,17,Wednesday,,,4/24/19,5
1236,,16:00:00,,17,Wednesday,,,4/24/19,1
1237,,18:00:00,,17,Wednesday,4/25/18,2,,
1238,,19:00:00,,17,Wednesday,4/25/18,1,,
1239,,5:00:00,,18,Friday,,,5/3/19,3
1240,,7:00:00,,18,Friday,,,5/3/19,3
1241,,8:00:00,,18,Friday,,,5/3/19,1
1242,,10:00:00,,18,Friday,5/4/18,2,5/3/19,2
1243,,11:00:00,,18,Friday,,,5/3/19,1
1244,,12:00:00,,18,Friday,5/4/18,8,,
1245,5/5/17,13:00:00,2,18,Friday,,,,
1246,,14:00:00,,18,Friday,,,5/3/19,1
1247,,15:00:00,,18,Friday,5/4/18,2,5/3/19,1
1248,,16:00:00,,18,Friday,,,5/3/19,2
1249,,17:00:00,,18,Friday,5/4/18,3,,
1250,,18:00:00,,18,Friday,5/4/18,1,,
1251,,7:00:00,,18,Monday,,,4/29/19,6
1252,,8:00:00,,18,Monday,4/30/18,4,4/29/19,2
1253,,9:00:00,,18,Monday,,,4/29/19,5
1254,,11:00:00,,18,Monday,4/30/18,1,4/29/19,5
1255,,13:00:00,,18,Monday,,,4/29/19,1
1256,,14:00:00,,18,Monday,4/30/18,1,,
1257,,15:00:00,,18,Monday,4/30/18,2,4/29/19,9
1258,,16:00:00,,18,Monday,,,4/29/19,7
1259,,17:00:00,,18,Monday,,,4/29/19,1
1260,,18:00:00,,18,Monday,4/30/18,2,4/29/19,1
1261,,19:00:00,,18,Monday,,,4/29/19,4
1262,,20:00:00,,18,Monday,,,4/29/19,3
1263,,21:00:00,,18,Monday,,,4/29/19,1
1264,,6:00:00,,18,Saturday,5/5/18,2,,
1265,,7:00:00,,18,Saturday,5/5/18,4,5/4/19,3
1266,,8:00:00,,18,Saturday,,,5/4/19,5
1267,,9:00:00,,18,Saturday,,,5/4/19,1
1268,,10:00:00,,18,Saturday,5/5/18,3,,
1269,5/6/17,11:00:00,1,18,Saturday,5/5/18,3,,
1270,5/6/17,14:00:00,2,18,Saturday,5/5/18,4,5/4/19,2
1271,,15:00:00,,18,Saturday,,,5/4/19,9
1272,5/6/17,16:00:00,2,18,Saturday,,,,
1273,,17:00:00,,18,Saturday,5/5/18,1,,
1274,,18:00:00,,18,Saturday,5/5/18,3,5/4/19,2
1275,,19:00:00,,18,Saturday,5/5/18,5,,
1276,,21:00:00,,18,Saturday,,,5/4/19,6
1277,,7:00:00,,18,Sunday,5/6/18,3,5/5/19,1
1278,,8:00:00,,18,Sunday,,,5/5/19,7
1279,,9:00:00,,18,Sunday,,,5/5/19,4
1280,,10:00:00,,18,Sunday,,,5/5/19,7
1281,,12:00:00,,18,Sunday,5/6/18,5,5/5/19,5
1282,,13:00:00,,18,Sunday,,,5/5/19,5
1283,,14:00:00,,18,Sunday,5/6/18,2,5/5/19,3
1284,,15:00:00,,18,Sunday,5/6/18,1,,
1285,,16:00:00,,18,Sunday,,,5/5/19,3
1286,,18:00:00,,18,Sunday,,,5/5/19,2
1287,,21:00:00,,18,Sunday,,,5/5/19,2
1288,,7:00:00,,18,Thursday,,,5/2/19,3
1289,,9:00:00,,18,Thursday,5/3/18,2,,
1290,,10:00:00,,18,Thursday,5/3/18,6,5/2/19,3
1291,,11:00:00,,18,Thursday,5/3/18,1,,
1292,,12:00:00,,18,Thursday,5/3/18,1,5/2/19,2
1293,,14:00:00,,18,Thursday,5/3/18,1,5/2/19,6
1294,5/4/17,15:00:00,1,18,Thursday,,,5/2/19,5
1295,,16:00:00,,18,Thursday,,,5/2/19,3
1296,,18:00:00,,18,Thursday,5/3/18,1,5/2/19,1
1297,,20:00:00,,18,Thursday,,,5/2/19,5
1298,,21:00:00,,18,Thursday,,,5/2/19,2
1299,,5:00:00,,18,Tuesday,,,4/30/19,3
1300,,9:00:00,,18,Tuesday,,,4/30/19,5
1301,,10:00:00,,18,Tuesday,5/1/18,1,,
1302,,13:00:00,,18,Tuesday,,,4/30/19,5
1303,,14:00:00,,18,Tuesday,5/1/18,2,4/30/19,1
1304,,15:00:00,,18,Tuesday,,,4/30/19,2
1305,,16:00:00,,18,Tuesday,,,4/30/19,4
1306,,18:00:00,,18,Tuesday,,,4/30/19,4
1307,,19:00:00,,18,Tuesday,,,4/30/19,1
1308,5/2/17,20:00:00,3,18,Tuesday,,,,
1309,,7:00:00,,18,Wednesday,5/2/18,4,,
1310,,8:00:00,,18,Wednesday,5/2/18,2,5/1/19,5
1311,,9:00:00,,18,Wednesday,,,5/1/19,10
1312,5/3/17,10:00:00,1,18,Wednesday,5/2/18,1,5/1/19,8
1313,,11:00:00,,18,Wednesday,,,5/1/19,1
1314,,13:00:00,,18,Wednesday,5/2/18,2,,
1315,,14:00:00,,18,Wednesday,5/2/18,3,5/1/19,13
1316,,15:00:00,,18,Wednesday,,,5/1/19,2
1317,,16:00:00,,18,Wednesday,5/2/18,1,5/1/19,2
1318,,17:00:00,,18,Wednesday,5/2/18,6,5/1/19,2
1319,,18:00:00,,18,Wednesday,,,5/1/19,3
1320,5/3/17,20:00:00,1,18,Wednesday,,,5/1/19,1
1321,,21:00:00,,18,Wednesday,5/2/18,2,5/1/19,3
1322,,7:00:00,,19,Friday,,,5/10/19,1
1323,5/12/17,8:00:00,1,19,Friday,,,5/10/19,2
1324,,9:00:00,,19,Friday,5/11/18,3,,
1325,,10:00:00,,19,Friday,5/11/18,5,5/10/19,1
1326,5/12/17,11:00:00,1,19,Friday,,,5/10/19,3
1327,,12:00:00,,19,Friday,,,5/10/19,6
1328,,13:00:00,,19,Friday,5/11/18,2,5/10/19,3
1329,,14:00:00,,19,Friday,5/11/18,4,,
1330,,15:00:00,,19,Friday,5/11/18,1,,
1331,5/12/17,16:00:00,12,19,Friday,5/11/18,2,,
1332,5/12/17,17:00:00,19,19,Friday,5/11/18,5,,
1333,,20:00:00,,19,Friday,5/11/18,1,,
1334,,5:00:00,,19,Monday,,,5/6/19,6
1335,,6:00:00,,19,Monday,5/7/18,2,,
1336,,7:00:00,,19,Monday,5/7/18,1,5/6/19,4
1337,,8:00:00,,19,Monday,5/7/18,2,5/6/19,1
1338,,9:00:00,,19,Monday,,,5/6/19,2
1339,,11:00:00,,19,Monday,,,5/6/19,1
1340,,13:00:00,,19,Monday,5/7/18,2,,
1341,,14:00:00,,19,Monday,5/7/18,3,,
1342,,18:00:00,,19,Monday,,,5/6/19,1
1343,,20:00:00,,19,Monday,5/7/18,1,5/6/19,2
1344,,7:00:00,,19,Saturday,,,5/11/19,1
1345,,8:00:00,,19,Saturday,5/12/18,8,,
1346,5/13/17,10:00:00,4,19,Saturday,,,,
1347,5/13/17,11:00:00,4,19,Saturday,5/12/18,2,5/11/19,4
1348,,12:00:00,,19,Saturday,5/12/18,1,5/11/19,6
1349,,13:00:00,,19,Saturday,5/12/18,1,,
1350,,15:00:00,,19,Saturday,5/12/18,11,5/11/19,11
1351,,16:00:00,,19,Saturday,5/12/18,2,5/11/19,2
1352,5/13/17,17:00:00,5,19,Saturday,,,,
1353,,18:00:00,,19,Saturday,,,5/11/19,1
1354,,19:00:00,,19,Saturday,5/12/18,5,,
1355,,20:00:00,,19,Saturday,,,5/11/19,5
1356,,21:00:00,,19,Saturday,5/12/18,4,,
1357,,7:00:00,,19,Sunday,5/13/18,2,5/12/19,4
1358,,9:00:00,,19,Sunday,5/13/18,2,5/12/19,1
1359,,10:00:00,,19,Sunday,5/13/18,4,,
1360,,13:00:00,,19,Sunday,,,5/12/19,4
1361,,14:00:00,,19,Sunday,5/13/18,4,,
1362,,15:00:00,,19,Sunday,,,5/12/19,13
1363,,16:00:00,,19,Sunday,5/13/18,1,5/12/19,3
1364,,17:00:00,,19,Sunday,5/13/18,2,,
1365,,20:00:00,,19,Sunday,5/13/18,1,5/12/19,2
1366,5/14/17,21:00:00,2,19,Sunday,5/13/18,2,5/12/19,6
1367,,5:00:00,,19,Thursday,,,5/9/19,5
1368,,6:00:00,,19,Thursday,5/10/18,2,,
1369,,7:00:00,,19,Thursday,,,5/9/19,6
1370,,8:00:00,,19,Thursday,5/10/18,2,,
1371,,10:00:00,,19,Thursday,5/10/18,1,5/9/19,3
1372,,11:00:00,,19,Thursday,,,5/9/19,6
1373,5/11/17,14:00:00,1,19,Thursday,5/10/18,1,5/9/19,2
1374,,16:00:00,,19,Thursday,5/10/18,4,,
1375,5/11/17,18:00:00,1,19,Thursday,5/10/18,2,,
1376,,19:00:00,,19,Thursday,,,5/9/19,1
1377,,6:00:00,,19,Tuesday,,,5/7/19,2
1378,,7:00:00,,19,Tuesday,5/8/18,1,5/7/19,1
1379,,8:00:00,,19,Tuesday,,,5/7/19,4
1380,,9:00:00,,19,Tuesday,,,5/7/19,1
1381,,10:00:00,,19,Tuesday,,,5/7/19,3
1382,5/9/17,12:00:00,4,19,Tuesday,,,,
1383,5/9/17,15:00:00,1,19,Tuesday,,,5/7/19,1
1384,,19:00:00,,19,Tuesday,,,5/7/19,1
1385,,5:00:00,,19,Wednesday,,,5/8/19,1
1386,,7:00:00,,19,Wednesday,,,5/8/19,3
1387,5/10/17,8:00:00,1,19,Wednesday,5/9/18,3,,
1388,,9:00:00,,19,Wednesday,5/9/18,4,,
1389,5/10/17,11:00:00,1,19,Wednesday,,,5/8/19,1
1390,5/10/17,12:00:00,1,19,Wednesday,,,5/8/19,1
1391,5/10/17,14:00:00,2,19,Wednesday,5/9/18,6,5/8/19,2
1392,,15:00:00,,19,Wednesday,5/9/18,2,,
1393,,16:00:00,,19,Wednesday,5/9/18,1,5/8/19,4
1394,5/10/17,18:00:00,1,19,Wednesday,,,,
1395,,19:00:00,,19,Wednesday,5/9/18,1,,
1396,,20:00:00,,19,Wednesday,,,5/8/19,1
1397,,5:00:00,,20,Friday,5/18/18,2,5/17/19,1
1398,,6:00:00,,20,Friday,5/18/18,1,,
1399,,7:00:00,,20,Friday,,,5/17/19,2
1400,,8:00:00,,20,Friday,,,5/17/19,4
1401,,9:00:00,,20,Friday,,,5/17/19,2
1402,,10:00:00,,20,Friday,5/18/18,1,,
1403,,11:00:00,,20,Friday,5/18/18,2,,
1404,,13:00:00,,20,Friday,5/18/18,2,,
1405,5/19/17,14:00:00,4,20,Friday,,,5/17/19,12
1406,,15:00:00,,20,Friday,5/18/18,1,,
1407,,17:00:00,,20,Friday,5/18/18,3,5/17/19,4
1408,,18:00:00,,20,Friday,,,5/17/19,1
1409,,19:00:00,,20,Friday,,,5/17/19,1
1410,,20:00:00,,20,Friday,5/18/18,6,,
1411,,5:00:00,,20,Monday,,,5/13/19,1
1412,,8:00:00,,20,Monday,5/14/18,1,,
1413,,9:00:00,,20,Monday,5/14/18,2,,
1414,,11:00:00,,20,Monday,5/14/18,2,5/13/19,1
1415,,12:00:00,,20,Monday,5/14/18,8,,
1416,5/15/17,13:00:00,1,20,Monday,,,5/13/19,2
1417,,14:00:00,,20,Monday,,,5/13/19,1
1418,,15:00:00,,20,Monday,5/14/18,2,5/13/19,6
1419,,16:00:00,,20,Monday,5/14/18,14,5/13/19,2
1420,5/15/17,17:00:00,1,20,Monday,,,5/13/19,3
1421,,18:00:00,,20,Monday,,,5/13/19,3
1422,,20:00:00,,20,Monday,,,5/13/19,1
1423,,21:00:00,,20,Monday,5/14/18,2,,
1424,,5:00:00,,20,Saturday,,,5/18/19,2
1425,,7:00:00,,20,Saturday,,,5/18/19,2
