Index,Date_2019,Hour,Throughput_2019,Week Number,Weekday
430,10/24/19,11:00:00,277,43,Thursday
431,10/24/19,12:00:00,328,43,Thursday
432,10/24/19,13:00:00,163,43,Thursday
433,10/25/19,10:00:00,0,43,Friday
434,10/27/19,9:00:00,59,43,Sunday
435,10/27/19,10:00:00,187,43,Sunday
436,10/27/19,11:00:00,221,43,Sunday
437,10/27/19,12:00:00,150,43,Sunday
438,10/27/19,13:00:00,31,43,Sunday
439,10/28/19,10:00:00,108,44,Monday
440,10/28/19,11:00:00,118,44,Monday
441,10/28/19,12:00:00,32,44,Monday
442,10/28/19,13:00:00,21,44,Monday
443,10/29/19,9:00:00,114,44,Tuesday
444,10/29/19,10:00:00,121,44,Tuesday
445,10/29/19,11:00:00,167,44,Tuesday
446,10/29/19,12:00:00,133,44,Tuesday
447,10/29/19,13:00:00,83,44,Tuesday
448,10/30/19,9:00:00,106,44,Wednesday
449,10/30/19,10:00:00,140,44,Wednesday
450,10/30/19,11:00:00,78,44,Wednesday
451,10/30/19,12:00:00,73,44,Wednesday
452,10/30/19,13:00:00,87,44,Wednesday
453,10/31/19,9:00:00,119,44,Thursday
454,10/31/19,10:00:00,186,44,Thursday
455,10/31/19,11:00:00,227,44,Thursday
456,10/31/19,12:00:00,179,44,Thursday
457,11/1/19,9:00:00,0,44,Friday
458,11/2/19,9:00:00,0,44,Saturday
459,11/3/19,9:00:00,114,44,Sunday
460,11/3/19,10:00:00,189,44,Sunday
461,11/3/19,11:00:00,187,44,Sunday
462,11/3/19,12:00:00,240,44,Sunday
463,11/3/19,13:00:00,12,44,Sunday
464,11/4/19,9:00:00,178,45,Monday
465,11/4/19,10:00:00,161,45,Monday
466,11/4/19,11:00:00,222,45,Monday
467,11/4/19,12:00:00,235,45,Monday
468,11/4/19,13:00:00,49,45,Monday
469,11/5/19,9:00:00,64,45,Tuesday
470,11/5/19,10:00:00,79,45,Tuesday
471,11/5/19,11:00:00,231,45,Tuesday
472,11/5/19,12:00:00,63,45,Tuesday
473,11/5/19,13:00:00,19,45,Tuesday
474,11/6/19,9:00:00,48,45,Wednesday
475,11/6/19,10:00:00,93,45,Wednesday
476,11/6/19,11:00:00,118,45,Wednesday
477,11/6/19,12:00:00,95,45,Wednesday
478,11/6/19,13:00:00,34,45,Wednesday
479,11/7/19,9:00:00,170,45,Thursday
480,11/7/19,10:00:00,158,45,Thursday
481,11/7/19,11:00:00,163,45,Thursday
482,11/7/19,12:00:00,141,45,Thursday
483,11/7/19,13:00:00,92,45,Thursday
484,11/8/19,10:00:00,0,45,Friday
485,11/9/19,10:00:00,0,45,Saturday
486,11/10/19,9:00:00,214,45,Sunday
487,11/10/19,10:00:00,184,45,Sunday
488,11/10/19,11:00:00,221,45,Sunday
489,11/10/19,12:00:00,206,45,Sunday
490,11/11/19,9:00:00,80,46,Monday
491,11/11/19,10:00:00,90,46,Monday
492,11/11/19,11:00:00,258,46,Monday
493,11/11/19,12:00:00,127,46,Monday
494,11/12/19,10:00:00,0,46,Tuesday
495,11/13/19,9:00:00,0,46,Wednesday
496,11/15/19,9:00:00,0,46,Friday
497,11/16/19,9:00:00,0,46,Saturday
498,11/17/19,9:00:00,164,46,Sunday
499,11/17/19,10:00:00,235,46,Sunday
500,11/17/19,11:00:00,225,46,Sunday
501,11/17/19,12:00:00,310,46,Sunday
502,11/18/19,9:00:00,102,47,Monday
